,Unnamed: 0,Unnamed: 0.1,Session:Name,Record #,Speaker,Orthography,Segment,Notes,situation,Session,start_time,end_time,start_seconds,end_seconds,pre_utt,pre_speaker,post_starttime,post_utt,post_speaker,pause_after,SpeechAct,ClauseType,comments
1658,1658,1658,Alex.030516,1659,Alex,hey Mom .,048:57.436-048:58.893,,[],Alex030516,048:57.436,048:58.893,2937.436,2938.893,that was Mommy .,Mother,2938.893,I can use this screwdri<ver> (t:t:self interruption),Alex,0.0,,,
1659,1659,1659,Alex.030516,1660,Alex,I can use this screwdri<ver> (t:t:self interruption),048:58.893-049:00.318,,[],Alex030516,048:58.893,049:00.318,2938.893,2940.318,hey Mom .,Alex,2940.318,oh .,Alex,0.0,,,
1660,1660,1660,Alex.030516,1661,Alex,oh .,049:00.318-049:03.005,,[],Alex030516,049:00.318,049:03.005,2940.318,2943.005,I can use this screwdri<ver> (t:t:self interruption),Alex,0.0,whoopsie .,Mother,-2943.005,,,
1661,1661,1661,Alex.030516,1662,Mother,whoopsie .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,oh .,Alex,2943.005,xxx .,Alex,2943.005,,,
1662,1662,1662,Alex.030516,1663,Alex,xxx .,049:03.005-049:05.736,,muffled,Alex030516,049:03.005,049:05.736,2943.005,2945.736,whoopsie .,Mother,0.0,<it'>s okay .,Mother,-2945.736,,,
1663,1663,1663,Alex.030516,1664,Mother,<it'>s okay .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,xxx .,Alex,2945.736,we can dry it off .,Alex,2945.736,,,
1664,1664,1664,Alex.030516,1665,Alex,we can dry it off .,049:05.736-049:10.185,,[],Alex030516,049:05.736,049:10.185,2945.736,2950.185,<it'>s okay .,Mother,2950.185,hey { right (?) } there .,Alex,0.0,,,
1665,1665,1665,Alex.030516,1666,Alex,hey { right (?) } there .,049:10.185-049:12.095,,[],Alex030516,049:10.185,049:12.095,2950.185,2952.095,we can dry it off .,Alex,2952.095,okay .,Mother,0.0,,,
1666,1666,1666,Alex.030516,1667,Mother,okay .,049:12.095-049:12.568,,[],Alex030516,049:12.095,049:12.568,2952.095,2952.568,hey { right (?) } there .,Alex,0.0,next .,Mother,-2952.568,,,
1667,1667,1667,Alex.030516,1668,Mother,next .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,okay .,Mother,2952.568,xxx this one top .,Alex,2952.568,,,
1668,1668,1668,Alex.030516,1669,Alex,xxx this one top .,049:12.568-049:14.813,,[],Alex030516,049:12.568,049:14.813,2952.568,2954.813,next .,Mother,2954.813,Mommy .,Alex,0.0,,,
1669,1669,1669,Alex.030516,1670,Alex,Mommy .,049:14.813-049:16.570,,[],Alex030516,049:14.813,049:16.570,2954.813,2956.57,xxx this one top .,Alex,2956.57,sorry xxx .,Mother,0.0,,,
1670,1670,1670,Alex.030516,1671,Mother,sorry xxx .,049:16.570-049:17.768,,laughter,Alex030516,049:16.570,049:17.768,2956.57,2957.768,Mommy .,Alex,2957.768,Mommy I'm gonna use this screwdriver .,Alex,0.0,,,
1671,1671,1671,Alex.030516,1672,Alex,Mommy I'm gonna use this screwdriver .,049:17.768-049:19.868,,[],Alex030516,049:17.768,049:19.868,2957.768,2959.868,sorry xxx .,Mother,2959.868,okay .,Mother,0.0,,,
1672,1672,1672,Alex.030516,1673,Mother,okay .,049:19.868-049:22.050,,[],Alex030516,049:19.868,049:22.050,2959.868,2962.05,Mommy I'm gonna use this screwdriver .,Alex,2962.05,yyy .,Alex,0.0,,,
1673,1673,1673,Alex.030516,1674,Alex,yyy .,049:22.050-049:25.628,,[],Alex030516,049:22.050,049:25.628,2962.05,2965.628,okay .,Mother,2965.628,Mommy .,Alex,0.0,,,
1674,1674,1674,Alex.030516,1675,Alex,Mommy .,049:25.628-049:26.596,,[],Alex030516,049:25.628,049:26.596,2965.628,2966.5959999999995,yyy .,Alex,2966.5959999999995,oh this is my wood ?,Mother,0.0,,,
1675,1675,1675,Alex.030516,1676,Mother,oh this is my wood ?,049:26.596-049:28.661,,[],Alex030516,049:26.596,049:28.661,2966.5959999999995,2968.661,Mommy .,Alex,2968.661,there .,Alex,0.0,,,
1676,1676,1676,Alex.030516,1677,Alex,there .,049:28.661-049:30.213,,[],Alex030516,049:28.661,049:30.213,2968.661,2970.213,oh this is my wood ?,Mother,2970.213,and you can use this on top .,Alex,0.0,,,
1677,1677,1677,Alex.030516,1678,Alex,and you can use this on top .,049:30.213-049:32.703,,[],Alex030516,049:30.213,049:32.703,2970.213,2972.703,there .,Alex,2972.703,Mommy you can use this on top of here .,Alex,0.0,,,
1678,1678,1678,Alex.030516,1679,Alex,Mommy you can use this on top of here .,049:32.703-049:36.101,,[],Alex030516,049:32.703,049:36.101,2972.703,2976.101,and you can use this on top .,Alex,2976.101,and this one's xxx .,Alex,0.0,,,
1679,1679,1679,Alex.030516,1680,Alex,and this one's xxx .,049:36.101-049:40.063,,[],Alex030516,049:36.101,049:40.063,2976.101,2980.063,Mommy you can use this on top of here .,Alex,0.0,move your finger (t:t:self interruption),Mother,-2980.063,,,
1680,1680,1680,Alex.030516,1681,Mother,move your finger (t:t:self interruption),000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,and this one's xxx .,Alex,0.0,I can't reach .,Mother,0.0,,,
1681,1681,1681,Alex.030516,1682,Mother,I can't reach .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,move your finger (t:t:self interruption),Mother,2980.063,xxx you can screw it in to the top .,Alex,2980.063,,,
1682,1682,1682,Alex.030516,1683,Alex,xxx you can screw it in to the top .,049:40.063-049:43.773,,[],Alex030516,049:40.063,049:43.773,2980.063,2983.773,I can't reach .,Mother,2983.773,yyy like that .,Alex,0.0,,,
1683,1683,1683,Alex.030516,1684,Alex,yyy like that .,049:43.773-049:45.011,,[],Alex030516,049:43.773,049:45.011,2983.773,2985.011,xxx you can screw it in to the top .,Alex,2985.011,xxx top .,Alex,0.0,,,
1684,1684,1684,Alex.030516,1685,Alex,xxx top .,049:45.011-049:46.078,,[],Alex030516,049:45.011,049:46.078,2985.011,2986.078,yyy like that .,Alex,2986.078,mhm mhm .,Mother,0.0,,,
1685,1685,1685,Alex.030516,1686,Mother,mhm mhm .,049:46.078-049:47.118,,[],Alex030516,049:46.078,049:47.118,2986.078,2987.118,xxx top .,Alex,2987.118,yyy go to the top of there .,Alex,0.0,,,
1686,1686,1686,Alex.030516,1687,Alex,yyy go to the top of there .,049:47.118-049:49.318,,[],Alex030516,049:47.118,049:49.318,2987.118,2989.318,mhm mhm .,Mother,2989.318,you can use this .,Alex,0.0,,,
1687,1687,1687,Alex.030516,1688,Alex,you can use this .,049:49.318-049:51.543,,[],Alex030516,049:49.318,049:51.543,2989.318,2991.543,yyy go to the top of there .,Alex,2991.543,and this is yyy .,Alex,0.0,,,
1688,1688,1688,Alex.030516,1689,Alex,and this is yyy .,049:51.543-049:53.023,,[],Alex030516,049:51.543,049:53.023,2991.543,2993.023,you can use this .,Alex,2993.023,okay .,Mother,0.0,,,
1689,1689,1689,Alex.030516,1690,Mother,okay .,049:53.023-049:53.775,,[],Alex030516,049:53.023,049:53.775,2993.023,2993.775,and this is yyy .,Alex,2993.775,xxx one two three .,Alex,0.0,,,
1690,1690,1690,Alex.030516,1691,Alex,xxx one two three .,049:53.775-049:55.351,,[],Alex030516,049:53.775,049:55.351,2993.775,2995.351,okay .,Mother,0.0,mhm .,Mother,-2995.351,,,
1691,1691,1691,Alex.030516,1692,Mother,mhm .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,xxx one two three .,Alex,2995.351,xxx these .,Alex,2995.351,,,
1692,1692,1692,Alex.030516,1693,Alex,xxx these .,049:55.351-049:56.678,,[],Alex030516,049:55.351,049:56.678,2995.351,2996.678,mhm .,Mother,2996.678,you want ?,Alex,0.0,,,
1693,1693,1693,Alex.030516,1694,Alex,you want ?,049:56.678-049:57.630,,[],Alex030516,049:56.678,049:57.630,2996.678,2997.63,xxx these .,Alex,2997.63,I can use this .,Alex,0.0,,,
1694,1694,1694,Alex.030516,1695,Alex,I can use this .,049:57.630-050:02.811,,[],Alex030516,049:57.630,050:02.811,2997.63,3002.811,you want ?,Alex,3002.811,xxx .,Alex,0.0,,,
1695,1695,1695,Alex.030516,1696,Alex,xxx .,050:02.811-050:21.863,,breathing,Alex030516,050:02.811,050:21.863,3002.811,3021.863,I can use this .,Alex,3021.863,very very good work .,Mother,0.0,,,
1696,1696,1696,Alex.030516,1697,Mother,very very good work .,050:21.863-050:26.286,,[],Alex030516,050:21.863,050:26.286,3021.863,3026.286,xxx .,Alex,3026.286,I'm very proud of you .,Mother,0.0,,,
1697,1697,1697,Alex.030516,1698,Mother,I'm very proud of you .,050:26.286-050:27.796,,[],Alex030516,050:26.286,050:27.796,3026.286,3027.796,very very good work .,Mother,3027.796,xxx .,Alex,0.0,,,
1698,1698,1698,Alex.030516,1699,Alex,xxx .,050:27.796-050:30.971,,muffled and MOT talking over CHI,Alex030516,050:27.796,050:30.971,3027.796,3030.9709999999995,I'm very proud of you .,Mother,0.0,that was excellent work honey .,Mother,-3030.9709999999995,,,
1699,1699,1699,Alex.030516,1700,Mother,that was excellent work honey .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,xxx .,Alex,0.0,xxx .,Alex,0.0,,,
1700,1700,1700,Alex.030516,1701,Alex,xxx .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,that was excellent work honey .,Mother,0.0,I did it already .,Mother,0.0,,,
1701,1701,1701,Alex.030516,1702,Mother,I did it already .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,xxx .,Alex,3030.9709999999995,I did it .,Mother,3030.9709999999995,,,
1702,1702,1702,Alex.030516,1703,Mother,I did it .,050:30.971-050:31.780,,[],Alex030516,050:30.971,050:31.780,3030.9709999999995,3031.78,I did it already .,Mother,3031.78,Mommy .,Alex,0.0,,,
1703,1703,1703,Alex.030516,1704,Alex,Mommy .,050:31.780-050:32.430,,[],Alex030516,050:31.780,050:32.430,3031.78,3032.43,I did it .,Mother,3032.43,xxx .,Alex,0.0,,,
1704,1704,1704,Alex.030516,1705,Alex,xxx .,050:32.430-050:33.385,,muffled,Alex030516,050:32.430,050:33.385,3032.43,3033.385,Mommy .,Alex,0.0,I (t:t:self interruption),Mother,-3033.385,,,
1705,1705,1705,Alex.030516,1706,Mother,I (t:t:self interruption),000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,xxx .,Alex,0.0,but I did it .,Mother,0.0,,,
1706,1706,1706,Alex.030516,1707,Mother,but I did it .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,I (t:t:self interruption),Mother,3033.385,you weren't watching me .,Mother,3033.385,,,
1707,1707,1707,Alex.030516,1708,Mother,you weren't watching me .,050:33.385-050:35.846,,[],Alex030516,050:33.385,050:35.846,3033.385,3035.8459999999995,but I did it .,Mother,3035.8459999999995,how would you like to go get a hairstyle ?,Mother,0.0,,,
1708,1708,1708,Alex.030516,1709,Mother,how would you like to go get a hairstyle ?,050:35.846-050:38.748,,[],Alex030516,050:35.846,050:38.748,3035.8459999999995,3038.748,you weren't watching me .,Mother,3038.748,no .,Alex,0.0,,,
1709,1709,1709,Alex.030516,1710,Alex,no .,050:38.748-050:39.851,,[],Alex030516,050:38.748,050:39.851,3038.748,3039.851,how would you like to go get a hairstyle ?,Mother,3039.851,"not now , later .",Mother,0.0,,,
1710,1710,1710,Alex.030516,1711,Mother,"not now , later .",050:39.851-050:41.050,,[],Alex030516,050:39.851,050:41.050,3039.851,3041.05,no .,Alex,3041.05,xxx .,Alex,0.0,,,
1711,1711,1711,Alex.030516,1712,Alex,xxx .,050:41.050-050:42.551,,muffled,Alex030516,050:41.050,050:42.551,3041.05,3042.551,"not now , later .",Mother,3042.551,yyy .,Alex,0.0,,,
1712,1712,1712,Alex.030516,1713,Alex,yyy .,050:42.551-050:43.240,,[],Alex030516,050:42.551,050:43.240,3042.551,3043.24,xxx .,Alex,3043.24,you can use this I can use this .,Alex,0.0,,,
1713,1713,1713,Alex.030516,1714,Alex,you can use this I can use this .,050:43.240-050:45.268,,[],Alex030516,050:43.240,050:45.268,3043.24,3045.268,yyy .,Alex,0.0,mhm .,Mother,-3045.268,,,
1714,1714,1714,Alex.030516,1715,Mother,mhm .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,you can use this I can use this .,Alex,3045.268,I can use this .,Alex,3045.268,,,
1715,1715,1715,Alex.030516,1716,Alex,I can use this .,050:45.268-050:47.740,,[],Alex030516,050:45.268,050:47.740,3045.268,3047.74,mhm .,Mother,3047.74,I can use this yyy this .,Alex,0.0,,,
1716,1716,1716,Alex.030516,1717,Alex,I can use this yyy this .,050:47.740-050:50.525,,[],Alex030516,050:47.740,050:50.525,3047.74,3050.525,I can use this .,Alex,3050.525,yes .,Mother,0.0,,,
1717,1717,1717,Alex.030516,1718,Mother,yes .,050:50.525-050:51.936,,[],Alex030516,050:50.525,050:51.936,3050.525,3051.936,I can use this yyy this .,Alex,3051.936,where did it go ?,Alex,0.0,,,
1718,1718,1718,Alex.030516,1719,Alex,where did it go ?,050:51.936-050:55.278,,[],Alex030516,050:51.936,050:55.278,3051.936,3055.278,yes .,Mother,3055.278,it's right here .,Mother,0.0,,,
1719,1719,1719,Alex.030516,1720,Mother,it's right here .,050:55.278-050:56.351,,[],Alex030516,050:55.278,050:56.351,3055.278,3056.351,where did it go ?,Alex,3056.351,right here .,Mother,0.0,,,
1720,1720,1720,Alex.030516,1721,Mother,right here .,050:56.351-050:57.038,,[],Alex030516,050:56.351,050:57.038,3056.351,3057.038,it's right here .,Mother,3057.038,xxx honey .,Mother,0.0,,,
1721,1721,1721,Alex.030516,1722,Mother,xxx honey .,050:57.038-050:57.805,,[],Alex030516,050:57.038,050:57.805,3057.038,3057.805,right here .,Mother,3057.805,thank you .,Alex,0.0,,,
1722,1722,1722,Alex.030516,1723,Alex,thank you .,050:57.805-050:58.636,,[],Alex030516,050:57.805,050:58.636,3057.805,3058.636,xxx honey .,Mother,0.0,you're welcome .,Mother,-3058.636,,,
1723,1723,1723,Alex.030516,1724,Mother,you're welcome .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,thank you .,Alex,3058.636,and you can use this { yyy (x) } .,Alex,3058.636,,,
1724,1724,1724,Alex.030516,1725,Alex,and you can use this { yyy (x) } .,050:58.636-051:03.236,,[],Alex030516,050:58.636,051:03.236,3058.636,3063.236,you're welcome .,Mother,3063.236,xxx this you want xxx .,Alex,0.0,,,
1725,1725,1725,Alex.030516,1726,Alex,xxx this you want xxx .,051:03.236-051:06.676,,[],Alex030516,051:03.236,051:06.676,3063.236,3066.676,and you can use this { yyy (x) } .,Alex,0.0,oh okay well I need the hammer .,Mother,-3066.676,,,
1726,1726,1726,Alex.030516,1727,Mother,oh okay well I need the hammer .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,xxx this you want xxx .,Alex,3066.676,yyy .,Alex,3066.676,,,
1727,1727,1727,Alex.030516,1728,Alex,yyy .,051:06.676-051:08.028,,[],Alex030516,051:06.676,051:08.028,3066.676,3068.028,oh okay well I need the hammer .,Mother,3068.028,what's this ?,Alex,0.0,,,
1728,1728,1728,Alex.030516,1729,Alex,what's this ?,051:08.028-051:11.311,,[],Alex030516,051:08.028,051:11.311,3068.028,3071.311,yyy .,Alex,3071.311,these are combination pliers .,Mother,0.0,,,
1729,1729,1729,Alex.030516,1730,Mother,these are combination pliers .,051:11.311-051:17.188,,[],Alex030516,051:11.311,051:17.188,3071.311,3077.188,what's this ?,Alex,3077.188,"oh that works Alex , you're right .",Mother,0.0,,,
1730,1730,1730,Alex.030516,1731,Mother,"oh that works Alex , you're right .",051:17.188-051:19.798,,[],Alex030516,051:17.188,051:19.798,3077.188,3079.798,these are combination pliers .,Mother,3079.798,whoops .,Mother,0.0,,,
1731,1731,1731,Alex.030516,1732,Mother,whoops .,051:19.798-051:21.975,,[],Alex030516,051:19.798,051:21.975,3079.798,3081.975,"oh that works Alex , you're right .",Mother,3081.975,try again .,Mother,0.0,,,
1732,1732,1732,Alex.030516,1733,Mother,try again .,051:21.975-051:22.971,,[],Alex030516,051:21.975,051:22.971,3081.975,3082.9709999999995,whoops .,Mother,3082.9709999999995,I can use (.) the (t:t:trail off),Alex,0.0,,,
1733,1733,1733,Alex.030516,1734,Alex,I can use (.) the (t:t:trail off),051:22.971-051:29.246,,[],Alex030516,051:22.971,051:29.246,3082.9709999999995,3089.246,try again .,Mother,3089.246,oh Mom .,Alex,0.0,,,
1734,1734,1734,Alex.030516,1735,Alex,oh Mom .,051:29.246-051:30.420,,[],Alex030516,051:29.246,051:30.420,3089.246,3090.42,I can use (.) the (t:t:trail off),Alex,0.0,what Sweetheart ?,Mother,-3090.42,,,
1735,1735,1735,Alex.030516,1736,Mother,what Sweetheart ?,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,oh Mom .,Alex,3090.42,xxx .,Alex,3090.42,,,
1736,1736,1736,Alex.030516,1737,Alex,xxx .,051:30.420-051:31.741,,muffled,Alex030516,051:30.420,051:31.741,3090.42,3091.741,what Sweetheart ?,Mother,3091.741,oh .,Alex,0.0,,,
1737,1737,1737,Alex.030516,1738,Alex,oh .,051:31.741-051:32.341,,[],Alex030516,051:31.741,051:32.341,3091.741,3092.341,xxx .,Alex,3092.341,I can use this or something .,Alex,0.0,,,
1738,1738,1738,Alex.030516,1739,Alex,I can use this or something .,051:32.341-051:35.438,,[],Alex030516,051:32.341,051:35.438,3092.341,3095.438,oh .,Alex,3095.438,I can use this and I can use this .,Alex,0.0,,,
1739,1739,1739,Alex.030516,1740,Alex,I can use this and I can use this .,051:35.438-051:37.920,,[],Alex030516,051:35.438,051:37.920,3095.438,3097.92,I can use this or something .,Alex,3097.92,okay .,Mother,0.0,,,
1740,1740,1740,Alex.030516,1741,Mother,okay .,051:37.920-051:39.325,,[],Alex030516,051:37.920,051:39.325,3097.92,3099.325,I can use this and I can use this .,Alex,0.0,okay that's a wrench .,Mother,-3099.325,,,
1741,1741,1741,Alex.030516,1742,Mother,okay that's a wrench .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,okay .,Mother,3099.325,xxx that's a wrench ?,Alex,3099.325,,,
1742,1742,1742,Alex.030516,1743,Alex,xxx that's a wrench ?,051:39.325-051:41.331,,[],Alex030516,051:39.325,051:41.331,3099.325,3101.331,okay that's a wrench .,Mother,3101.331,yes .,Mother,0.0,,,
1743,1743,1743,Alex.030516,1744,Mother,yes .,051:41.331-051:42.205,,[],Alex030516,051:41.331,051:42.205,3101.331,3102.205,xxx that's a wrench ?,Alex,3102.205,ooh that's a black wrench .,Alex,0.0,,,
1744,1744,1744,Alex.030516,1745,Alex,ooh that's a black wrench .,051:42.205-051:43.883,,[],Alex030516,051:42.205,051:43.883,3102.205,3103.883,yes .,Mother,3103.883,mhm that is .,Mother,0.0,,,
1745,1745,1745,Alex.030516,1746,Mother,mhm that is .,051:43.883-051:44.611,,[],Alex030516,051:43.883,051:44.611,3103.883,3104.611,ooh that's a black wrench .,Alex,3104.611,I can use this yyy yyy .,Alex,0.0,,,
1746,1746,1746,Alex.030516,1747,Alex,I can use this yyy yyy .,051:44.611-051:47.995,,[],Alex030516,051:44.611,051:47.995,3104.611,3107.995,mhm that is .,Mother,0.0,what color is this ?,Mother,-3107.995,,,
1747,1747,1747,Alex.030516,1748,Mother,what color is this ?,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,I can use this yyy yyy .,Alex,3107.995,I don't know .,Alex,3107.995,,,
1748,1748,1748,Alex.030516,1749,Alex,I don't know .,051:47.995-051:50.533,,[],Alex030516,051:47.995,051:50.533,3107.995,3110.533,what color is this ?,Mother,3110.533,xxx .,Mother,0.0,,,
1749,1749,1749,Alex.030516,1750,Mother,xxx .,051:50.533-051:50.991,,[],Alex030516,051:50.533,051:50.991,3110.533,3110.991,I don't know .,Alex,3110.991,grey .,Alex,0.0,,,
1750,1750,1750,Alex.030516,1751,Alex,grey .,051:50.991-051:53.830,,[],Alex030516,051:50.991,051:53.830,3110.991,3113.83,xxx .,Mother,3113.83,brown .,Alex,0.0,,,
1751,1751,1751,Alex.030516,1752,Alex,brown .,051:53.830-051:56.941,,[],Alex030516,051:53.830,051:56.941,3113.83,3116.941,grey .,Alex,3116.941,red .,Alex,0.0,,,
1752,1752,1752,Alex.030516,1753,Alex,red .,051:56.941-051:57.846,,[],Alex030516,051:56.941,051:57.846,3116.941,3117.8459999999995,brown .,Alex,3117.8459999999995,very good .,Mother,0.0,,,
1753,1753,1753,Alex.030516,1754,Mother,very good .,051:57.846-051:59.941,,[],Alex030516,051:57.846,051:59.941,3117.8459999999995,3119.941,red .,Alex,3119.941,Mommy .,Alex,0.0,,,
1754,1754,1754,Alex.030516,1755,Alex,Mommy .,051:59.941-052:01.905,,[],Alex030516,051:59.941,052:01.905,3119.941,3121.905,very good .,Mother,0.0,whoops !,Mother,-3121.905,,,
1755,1755,1755,Alex.030516,1756,Mother,whoops !,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,Mommy .,Alex,3121.905,sorry .,Alex,3121.905,,,
1756,1756,1756,Alex.030516,1757,Alex,sorry .,052:01.905-052:02.936,,[],Alex030516,052:01.905,052:02.936,3121.905,3122.936,whoops !,Mother,0.0,no that's not a sorry .,Mother,-3122.936,,,
1757,1757,1757,Alex.030516,1758,Mother,no that's not a sorry .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,sorry .,Alex,3122.936,that's okay yyy .,Alex,3122.936,,,
1758,1758,1758,Alex.030516,1759,Alex,that's okay yyy .,052:02.936-052:05.266,,[],Alex030516,052:02.936,052:05.266,3122.936,3125.266,no that's not a sorry .,Mother,3125.266,that's okay yyy .,Alex,0.0,,,
1759,1759,1759,Alex.030516,1760,Alex,that's okay yyy .,052:05.266-052:06.673,,[],Alex030516,052:05.266,052:06.673,3125.266,3126.673,that's okay yyy .,Alex,3126.673,xxx .,Alex,0.0,,,
1760,1760,1760,Alex.030516,1761,Alex,xxx .,052:06.673-052:11.175,,singing,Alex030516,052:06.673,052:11.175,3126.673,3131.175,that's okay yyy .,Alex,0.0,that's not a sorry .,Mother,-3131.175,,,
1761,1761,1761,Alex.030516,1762,Mother,that's not a sorry .,000:00.000-000:00.000,,singing,Alex030516,000:00.000,000:00.000,0.0,0.0,xxx .,Alex,0.0,xxx .,Alex,0.0,,,
1762,1762,1762,Alex.030516,1763,Alex,xxx .,000:00.000-000:00.000,,singing,Alex030516,000:00.000,000:00.000,0.0,0.0,that's not a sorry .,Mother,0.0,that's not a sorry .,Mother,0.0,,,
1763,1763,1763,Alex.030516,1764,Mother,that's not a sorry .,000:00.000-000:00.000,,singing,Alex030516,000:00.000,000:00.000,0.0,0.0,xxx .,Alex,3131.175,xxx .,Alex,3131.175,,,
1764,1764,1764,Alex.030516,1765,Alex,xxx .,052:11.175-052:13.840,,singing muffled,Alex030516,052:11.175,052:13.840,3131.175,3133.84,that's not a sorry .,Mother,3133.84,yyy yyy yyy xxx .,Alex,0.0,,,
1765,1765,1765,Alex.030516,1766,Alex,yyy yyy yyy xxx .,052:13.840-052:16.086,,[],Alex030516,052:13.840,052:16.086,3133.84,3136.086,xxx .,Alex,3136.086,xxx .,Alex,0.0,,,
1766,1766,1766,Alex.030516,1767,Alex,xxx .,052:16.086-052:19.536,,grunting,Alex030516,052:16.086,052:19.536,3136.086,3139.536,yyy yyy yyy xxx .,Alex,3139.536,Mom .,Alex,0.0,,,
1767,1767,1767,Alex.030516,1768,Alex,Mom .,052:19.536-052:20.071,,[],Alex030516,052:19.536,052:20.071,3139.536,3140.071,xxx .,Alex,3140.071,mm ?,Mother,0.0,,,
1768,1768,1768,Alex.030516,1769,Mother,mm ?,052:20.071-052:20.586,,[],Alex030516,052:20.071,052:20.586,3140.071,3140.586,Mom .,Alex,3140.586,yyy there's another red .,Alex,0.0,,,
1769,1769,1769,Alex.030516,1770,Alex,yyy there's another red .,052:20.586-052:22.476,,[],Alex030516,052:20.586,052:22.476,3140.586,3142.476,mm ?,Mother,0.0,xxx .,Mother,-3142.476,,,
1770,1770,1770,Alex.030516,1771,Mother,xxx .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,yyy there's another red .,Alex,3142.476,there's another wrench .,Alex,3142.476,,,
1771,1771,1771,Alex.030516,1772,Alex,there's another wrench .,052:22.476-052:23.875,,[],Alex030516,052:22.476,052:23.875,3142.476,3143.875,xxx .,Mother,3143.875,oh that's a little teeny one .,Mother,0.0,,,
1772,1772,1772,Alex.030516,1773,Mother,oh that's a little teeny one .,052:23.875-052:25.990,,[],Alex030516,052:23.875,052:25.990,3143.875,3145.99,there's another wrench .,Alex,3145.99,yyy .,Alex,0.0,,,
1773,1773,1773,Alex.030516,1774,Alex,yyy .,052:25.990-052:27.243,,[],Alex030516,052:25.990,052:27.243,3145.99,3147.243,oh that's a little teeny one .,Mother,3147.243,I can use this (.) over here .,Alex,0.0,,,
1774,1774,1774,Alex.030516,1775,Alex,I can use this (.) over here .,052:27.243-052:30.680,,[],Alex030516,052:27.243,052:30.680,3147.243,3150.68,yyy .,Alex,3150.68,and you can use (t:t:trail off),Alex,0.0,,,
1775,1775,1775,Alex.030516,1776,Alex,and you can use (t:t:trail off),052:30.680-052:35.973,,[],Alex030516,052:30.680,052:35.973,3150.68,3155.973,I can use this (.) over here .,Alex,3155.973,and you can use this .,Alex,0.0,,,
1776,1776,1776,Alex.030516,1777,Alex,and you can use this .,052:35.973-052:38.046,,[],Alex030516,052:35.973,052:38.046,3155.973,3158.046,and you can use (t:t:trail off),Alex,3158.046,like this .,Alex,0.0,,,
1777,1777,1777,Alex.030516,1778,Alex,like this .,052:38.046-052:38.821,,[],Alex030516,052:38.046,052:38.821,3158.046,3158.821,and you can use this .,Alex,3158.821,we<ll> I need the hammer for this .,Mother,0.0,,,
1778,1778,1778,Alex.030516,1779,Mother,we<ll> I need the hammer for this .,052:38.821-052:40.903,,[],Alex030516,052:38.821,052:40.903,3158.821,3160.903,like this .,Alex,3160.903,Mommy you can use this and this .,Alex,0.0,,,
1779,1779,1779,Alex.030516,1780,Alex,Mommy you can use this and this .,052:40.903-052:44.141,,[],Alex030516,052:40.903,052:44.141,3160.903,3164.141,we<ll> I need the hammer for this .,Mother,3164.141,xxx .,Alex,0.0,,,
1780,1780,1780,Alex.030516,1781,Alex,xxx .,052:44.141-052:47.226,,muffled and MOT talking over CHI,Alex030516,052:44.141,052:47.226,3164.141,3167.226,Mommy you can use this and this .,Alex,0.0,but I need the xxx the the bolt .,Mother,-3167.226,,,
1781,1781,1781,Alex.030516,1782,Mother,but I need the xxx the the bolt .,000:00.000-000:00.000,,[],Alex030516,000:00.000,000:00.000,0.0,0.0,xxx .,Alex,3167.226,this one ?,Alex,3167.226,,,
1782,1782,1782,Alex.030516,1783,Alex,this one ?,052:47.226-052:48.778,,[],Alex030516,052:47.226,052:48.778,3167.226,3168.778,but I need the xxx the the bolt .,Mother,3168.778,no this .,Mother,0.0,,,
1783,1783,1783,Alex.030516,1784,Mother,no this .,052:48.778-052:50.386,,[],Alex030516,052:48.778,052:50.386,3168.778,3170.386,this one ?,Alex,3170.386,this one ?,Alex,0.0,,,
